inchikey,validated,pAct_pre,n_pre
SUBVUQDWHHIJCY-AQYVVDRMSA-N,1,8.221848749616356,2
NIASBGFPTRNZRV-FCMXBYMOSA-N,1,8.221848749616356,2
SNZRMVSWDNWUOY-WGSAOQKQSA-N,1,8.221848749616356,2
HOFXBWNODSOCNI-KESTWPANSA-N,1,8.221848749616356,2
KQMNZZIIXVDTBN-NYVOZVTQSA-N,1,8.221848749616356,2
YUMQWMQAMSUQRF-QLVKKYPMSA-N,1,8.221848749616356,2
JIZQRMQHJXHWIA-WFXMLNOXSA-N,1,8.221848749616356,2
ZDDZCFWJYDZNBA-UHFFFAOYSA-N,1,8.22112552799726,1
DHOCETPWLQILEE-SNAWJCMRSA-N,1,8.220403508742175,5
AAPXNHMQKBDDJN-PGRDOPGGSA-N,1,,0
MNAFRWGRFIBAQX-AVRDEDQJSA-N,1,,0
YEDLOLJNNJYOJS-UHFFFAOYSA-N,1,,0
FWRKTWHTQZRAPD-FCMXBYMOSA-N,1,8.219682687859848,2
OEJHEPOHRGSKLF-UAPYVXQJSA-N,1,8.215382707367125,2
SHBKBFYVWDZZMP-UHFFFAOYSA-N,1,8.214670164989233,3
LRBUVURCWWAQQT-UHFFFAOYSA-N,1,8.214670164989233,7
OMHCFMMNQAVKBC-BYYHNAKLSA-N,1,,0
NHOFKPNSQTXBJO-HCGLCNNCSA-N,1,8.214670164989233,2
AWTSHTNAYPKBLJ-JKIUYZKVSA-N,1,8.214670164989233,2
QIVWZHLPLMDRRN-UHFFFAOYSA-N,1,,0
IPSCKONIPWPNAA-VQTJNVASSA-N,1,,0
DMQIMKFFQYYLKW-UHFFFAOYSA-N,1,8.213958789757445,5
VXTKAVNUVLUPMB-XUTJKUGGSA-N,1,8.213958789757445,2
QXBMPTZQYXHXCG-XGAFWQRZSA-N,1,8.212539525481585,2
NICPNELNWYJWOA-AFARHQOCSA-N,1,8.210419287835574,2
WAFXOAGOOZIJGE-FXAWDEMLSA-N,1,,0
FGUAFUHOYLNTRN-UHFFFAOYSA-N,1,8.207608310501746,1
DUIAUYDNVUUFBK-VHEBQXMUSA-N,1,8.207608310501746,1
CQBTYAKAEVDTHI-UHFFFAOYSA-N,1,8.207608310501746,1
DVOOPMVLADILTK-SNAWJCMRSA-N,1,8.207608310501746,1
JTEPYGAPOJEYIA-UHFFFAOYSA-N,1,8.207608310501746,1
WBFWNZOPXYBZFJ-UXHICEINSA-N,1,,0
DZQJENLKOBURPM-XZOQPEGZSA-N,1,,0
FEXBUZQQTXAUHH-HCGLCNNCSA-N,1,8.204815410317575,2
CMEKWJGRDHWQSI-UHFFFAOYSA-N,1,8.200659450546418,1
IPVPEZGOUYWZAJ-UHFFFAOYSA-N,1,8.200659450546418,1
QRCFVXJHTKTGJU-UHFFFAOYSA-N,1,,0
HAABFBIZZCRWSI-UHFFFAOYSA-N,1,,0
YBSUKYVKWAEWJF-UHFFFAOYSA-N,1,,0
BQFKTGZILBPMOY-PGWJBFNOSA-N,1,8.199970640755865,1
XXKFENINNOPLPU-MGFGWZDJSA-N,1,8.199970640755865,1
PRDRZXROMYANHC-YTMVLYRLSA-N,1,8.199970640755865,1
AJHTXXXNOZVOOI-HSZRJFAPSA-N,1,8.199970640755865,1
PNTBTATXSREBKG-UHFFFAOYSA-N,1,8.199970640755865,1
NKONARVCMJMDHP-UHFFFAOYSA-N,1,8.199970640755865,1
UVDIFPYXVNSROD-QAPCUYQASA-N,1,8.199970640755865,1
JLHYDFVXCXCPKN-FUHWJXTLSA-N,1,8.199970640755865,1
PJYLRRSJBZGONV-UHFFFAOYSA-N,1,8.199970640755865,1
NMOIRTBGCJKGJY-UHFFFAOYSA-N,1,8.199970640755865,1
UNRHXEPDKXPRTM-UHFFFAOYSA-N,1,8.199970640755865,1
FGNNTMOHGQLEJO-HTENBUITSA-N,1,8.199970640755865,1
GPTQQMCUGXMPIE-OGAOHHHESA-N,1,8.199970640755865,1
LRAKDNHVXFFUJJ-KVSPAWLASA-N,1,8.199970640755865,1
WLLDCVHJRCZONV-UHFFFAOYSA-N,1,8.199970640755865,1
ZFGRMWBYHAUOCE-UHFFFAOYSA-N,1,8.199970640755865,1
HBQUUZVSFQDTPW-UHFFFAOYSA-N,1,8.199970640755865,1
UAJYHPWCBGWDNL-UHFFFAOYSA-N,1,8.199970640755865,1
VSUKSHADZRDBII-UHFFFAOYSA-N,1,8.199970640755865,1
CLKWUUNGQCSMKW-UHFFFAOYSA-N,1,8.199970640755865,1
VCXXQIVAVCLUOT-UHFFFAOYSA-N,1,8.199970640755865,1
MMAVGOXTOMTHGO-UHFFFAOYSA-N,1,8.199970640755865,1
BFIAPIAYPVHYPQ-UHFFFAOYSA-N,1,8.199970640755865,1
CABPVRYEFMWZCX-UHFFFAOYSA-N,1,8.199970640755865,1
SVNHSWOLAOCSKO-UHFFFAOYSA-N,1,8.199970640755865,1
RZOFUKBGZQUWCB-UHFFFAOYSA-N,1,8.199970640755865,1
GFQWAFBXHVCNHP-LMTLIKQPSA-N,1,8.199970640755865,2
MDHNTQJUKKBCMM-UHFFFAOYSA-N,1,8.199970640755865,3
AAONJNLMLWRZJE-UHFFFAOYSA-N,1,8.199970640755865,3
NKIUMOVWDJZMRB-UHFFFAOYSA-N,1,8.199970640755865,3
PFWVQEFSAUYDCS-GCJKJVERSA-N,1,8.199970640755865,1
XIDSCJTYNIXZGW-NQIIRXRSSA-N,1,8.199970640755865,1
MHPHRNFSAZNRAT-UHFFFAOYSA-N,1,8.199970640755865,1
NWCMUBVTFZOFKO-VBUUOAMHSA-N,1,8.199970640755865,1
STIWHEMFVTWALB-UHFFFAOYSA-N,1,,0
XOOONTVCSUXSOA-XUTJKUGGSA-N,1,8.198596289982644,2
PMHBIRXUKAOYEK-UILWBTOOSA-N,1,8.196542884351587,2
LKGWPHHIJYCDSR-SXFOHPBWSA-N,1,8.196542884351587,2
SDWMTMWHNYEEAG-AQYVVDRMSA-N,1,8.196542884351587,2
JCJRRQWOAHHCRM-UHFFFAOYSA-N,1,8.195983151586432,4
ZIQDGXNDXRMRPM-VGOFRKELSA-N,1,,0
MTJYJBYKMIGLMS-NSCUHMNNSA-N,1,8.193820026016112,6
ZHLBCCKGUNFWNS-UHFFFAOYSA-N,1,8.193820026016112,1
ZGQPGQJTWRUHLR-UHFFFAOYSA-N,1,8.193820026016112,1
DPDUJCCKQWFBBQ-UHFFFAOYSA-N,1,8.193820026016112,1
FTZUWJCGDUCPLF-UHFFFAOYSA-N,1,,0
QBQZCKZJIWENBM-XUTJKUGGSA-N,1,8.193141970481182,2
LAGLIYNPBAJZEJ-BVSLBCMMSA-N,1,8.193141970481182,2
STIWHEMFVTWALB-UTKZUKDTSA-N,1,,0
VPUYNZMAEQVXFX-UHFFFAOYSA-N,1,8.187086643357144,1
GNYOQFHOPOYCQH-UHFFFAOYSA-N,1,8.187086643357144,1
AJNIRLYKPAIXJT-UHFFFAOYSA-N,1,,0
IGLZWQUSQYHTJF-LYHRCORUSA-N,1,8.187086643357144,2
YFJPHIULVVJFIS-KESTWPANSA-N,1,8.187086643357144,2
RRTCFJGKAMKAIY-UHFFFAOYSA-N,1,,0
ACOZPXLCYUQMHS-UHFFFAOYSA-N,1,,0
KAEYIPLTXHGZRS-QAQDUYKDSA-N,1,8.183758700008218,1
AKAZDIQCZSDVHY-YLJYHZDGSA-N,1,,0
QMKMSUCBVBINOY-OWOJBTEDSA-N,1,8.18045606445813,5
DDOIPTNOPZXSRC-XUTJKUGGSA-N,1,8.18045606445813,2
JGLBRFJRIZMPQY-UHFFFAOYSA-N,1,,0
RPZFDAKOXHZICV-XUTJKUGGSA-N,1,8.178486471595226,2
ONVPKPUWGYFERX-QPJJXVBHSA-N,1,8.174573882232178,1
SFJPQQAKXJGNOP-UHFFFAOYSA-N,1,8.173925197299173,1
OICMTYRVBGKDDA-UHFFFAOYSA-N,1,8.173925197299173,1
YPXXSRYKHFAWBF-UHFFFAOYSA-N,1,8.173925197299173,7
JEFLKZKNAVDDCN-UHFFFAOYSA-N,1,,0
OXMLHENURKVGGZ-XUTJKUGGSA-N,1,8.172630726946174,1
DFHPWPGRLKWZOX-UHFFFAOYSA-N,1,,0
YGNIYGXERUDUPC-FERRBWLRSA-N,1,8.171984935776024,2
ICXGSSKPPOBXQR-UHFFFAOYSA-N,1,8.169989064063882,1
LRMWMKQIJLOEPF-PGRDOPGGSA-N,1,,0
GEGLEQALPLAWHZ-UHFFFAOYSA-N,1,,0
GPUXMPIFNAGRSF-XPEDOLEQSA-N,1,8.167491087293763,2
GFRVMVDESKRPSW-UHFFFAOYSA-N,1,,0
CIZKQMKMGUKASR-AUSIDOKSSA-N,1,,0
RGOWASQQDQKEKM-WGSAOQKQSA-N,1,8.16621562534352,2
KHFMDVNAASXQQK-UHFFFAOYSA-N,1,8.161150909262744,1
LRBUVURCWWAQQT-QGZVFWFLSA-N,1,8.161150909262744,1
QRRARQIWJKGPKE-UHFFFAOYSA-N,1,,0
WVUAUUZYSXNDLD-UHFFFAOYSA-N,1,,0
MJWAVTIYFCPJPE-MJGBDJQUSA-N,1,,0
FZEUFNLUEJZENL-QFBILLFUSA-N,1,,0
BGRFOPBDZYUOMJ-PZJWPPBQSA-N,1,,0
LHVNTWQOJGSYCB-FXAWDEMLSA-N,1,,0
VWTBKWKKPKFNJR-FQEVSTJZSA-N,1,,0
KAPNJGZVRYPTJW-UHFFFAOYSA-N,1,8.154901959985743,1
YPZLXCVTFSPQSS-UHFFFAOYSA-N,1,8.154901959985743,1
QSQXTUUDWHMEIT-XRLXOQSNSA-N,1,8.154901959985743,2
DVUOLXOWKHDIAV-XXBNENTESA-N,1,,0
QYAPJFAWWAJNJA-UHFFFAOYSA-N,1,,0
BLQLPPFWAKBJSW-GHTZIAJQSA-N,1,,0
SPBJYMYEKPAPLH-NSISKUIASA-N,1,8.1479247415801,2
ABOYXIDEOWOTGI-AQYVVDRMSA-N,1,8.145693958198919,2
MVWVFYHBGMAFLY-UHFFFAOYSA-N,1,8.142667503568731,5
VJPBVQZEPQLKCA-UHFFFAOYSA-N,1,8.142667503568731,1
RMHPZAHOFLURDU-UHFFFAOYSA-N,1,8.142667503568731,1
LNOVYYQKQHZPMN-UHFFFAOYSA-N,1,8.142667503568731,1
OOQJGWPOJZCKHM-YMPZKCBVSA-N,1,8.142667503568731,2
HXHYBBJDNMJVBF-WFXMLNOXSA-N,1,,0
OZVBMTJYIDMWIL-AYFBDAFISA-N,1,7.060480747381382,1
NRSBRNRWCATXOT-UHFFFAOYSA-N,1,,0
VQEFMIATWHWTNX-ZDUSSCGKSA-N,1,8.141344530963355,4
PKALTNFRHBJDRH-UHFFFAOYSA-N,1,,0
XBBWJMUBMHLUNQ-XUTJKUGGSA-N,1,8.136677139879545,2
DGSJCQBCZUXHPR-UHFFFAOYSA-N,1,,0
YNFSCXRNIRPEPV-RBUKOAKNSA-N,1,,0
OCVVZZUNABZIKS-UHFFFAOYSA-N,1,,0
YDSLGYGXMJYMOS-XUTJKUGGSA-N,1,8.135488918941608,2
YKNNRQLCQGQFRB-UHFFFAOYSA-N,1,8.130768280269024,1
DSCGNFRKDRFCKO-UHFFFAOYSA-N,1,8.130768280269024,1
FOKZOGSWMCKMLR-UHFFFAOYSA-N,1,8.130768280269024,1
XRXBZJLXUCSIKS-UHFFFAOYSA-N,1,8.130768280269024,1
RRYFTJVIXONIOF-UHFFFAOYSA-N,1,,0
CWGVPEOXWFRWOV-HNKWHGCMSA-N,1,8.130768280269024,2
YIQZFTKFOLISHR-UHFFFAOYSA-N,1,,0
NRSBRNRWCATXOT-HXUWFJFHSA-N,1,,0
MRTGFGPKFPAWBT-KESTWPANSA-N,1,,0
FLQHAMHLQRATPW-UHFFFAOYSA-N,1,8.130005999878257,1
FGXWKSZFVQUSTL-UHFFFAOYSA-N,1,8.455931955649724,1
RFRIYEZLKPZDGU-UHFFFAOYSA-N,1,8.1249387366083,1
PCUAVOCFDVWQAA-UHFFFAOYSA-N,1,8.1249387366083,1
OWORPAWPFUKOOV-UHFFFAOYSA-N,1,,0
CTBCYIMBXFMSFW-IFMALSPDSA-N,1,,0
PMXMIIMHBWHSKN-UHFFFAOYSA-N,1,,0
HVESNMTZXGJVII-OIFYPAEGSA-N,1,8.123782159408357,2
VLMVFBMJXRVZOG-WGSAOQKQSA-N,1,8.120330794367947,1
ZRQADOCXGLFZJC-UHFFFAOYSA-N,1,,0
WXPNHKQJDJARLG-UHFFFAOYSA-N,1,,0
RXHVJGSMDNGBHT-UHFFFAOYSA-N,1,,0
MBSIGRZACGJWRM-UHFFFAOYSA-N,1,7.575351729582637,12
ACAWRKNKSILJBW-UVXAETBJSA-N,1,8.118615343229427,2
KFWSEMIBLPIBOC-UHFFFAOYSA-N,1,7.236572006437063,1
UEOLBOREQLRPTL-WJPUGNRLSA-N,1,8.11747546204512,2
VYFYYTLLBUKUHU-UHFFFAOYSA-N,1,7.937334202313684,28
FBSPYGXUZZFKDG-KESTWPANSA-N,1,8.11690664142431,2
VTFHJUTXAYAVPD-YMPZKCBVSA-N,1,8.116338564846382,2
HAABSCYMCZRVTB-AQYVVDRMSA-N,1,8.115771230367397,1
DPAGUJADGMJVKD-UHFFFAOYSA-N,1,7.721246399047171,1
RXIFDJMCJKEING-MGBGTMOVSA-N,1,8.113509274827518,1
YEPKUBSVJPPSQU-UHFFFAOYSA-N,1,,0
IWQHFZLOBAGAOK-JIBACQESSA-N,1,8.113509274827518,2
IJTZHWGKWZMBCO-UHFFFAOYSA-N,1,,0
BWQVHTJTXLIHEO-UHFFFAOYSA-N,1,8.112945621949043,5
GACXEIRXCURUID-QNRJLKAHSA-N,1,8.112382699664265,2
FEYWSFCMYGDDGW-HCGLCNNCSA-N,1,8.112382699664265,2
JVGBTTIJPBFLTE-UHFFFAOYSA-N,1,,0
AZQFGKSDCVQAHH-IYARVYRRSA-N,1,8.111259039317108,1
ZCWMQWXQIIXTEH-UAPYVXQJSA-N,1,8.111259039317108,2
SKJYMWUUJASLOP-IRJFHVNHSA-N,1,8.111259039317108,2
QNDFBMWALLMDKL-KNQAVFIVSA-N,1,,0
BGJXBVUWLFEJNM-CVDCTZTESA-N,1,,0
NXGXODYDGLKSAM-UHFFFAOYSA-N,1,,0
DVBIYRUFMRQOAP-LSNLESRRSA-N,1,8.108462542327436,2
HZMBQYFOWZCHKD-UHFFFAOYSA-N,1,8.10790539730952,1
BRNFEWAEDMSDHL-UHFFFAOYSA-N,1,8.10790539730952,1
HZRDMMLAWDPBJF-MQSCRBSSSA-N,1,8.10790539730952,2
LYHUWMRZCXPRBP-BEESLVRJSA-N,1,8.1073489661227,2
BNYKYKBRFUPQSI-UHFFFAOYSA-N,1,8.105209643917787,2
FADJIPFJANIADX-UHFFFAOYSA-N,1,8.102372908709558,1
CLAPZYAXBKPPSX-OKDASEJXSA-N,1,8.102372908709558,2
JDXNRQBNLDPZOL-JKIUYZKVSA-N,1,,0
PMBZPLQKUNCRDH-UHFFFAOYSA-N,1,,0
RARLPFKZTJRIOM-UHFFFAOYSA-N,1,,0
WAFXOAGOOZIJGE-UHFFFAOYSA-N,1,,0
AUNMRXBRTMEOSJ-MGFGWZDJSA-N,1,8.100015437450608,1
AQZKOCOTDHBMJV-HNNHSTSXSA-N,1,8.100015437450608,1
XFYCKARBUDZUAB-VMPREFPWSA-N,1,8.100015437450608,1
XXNSAFMKWRWIBC-YTMVLYRLSA-N,1,8.100015437450608,1
KRBRCRMUFRFNGT-UHFFFAOYSA-N,1,8.100015437450608,1
VQRXJDFSVAHLSS-WVPZODRTSA-N,1,8.100015437450608,1
UVDIFPYXVNSROD-UHFFFAOYSA-N,1,8.100015437450608,1
GSWFHQKRRUUVKI-UHFFFAOYSA-N,1,8.100015437450608,1
YYHXUDXIKZMUCQ-UHFFFAOYSA-N,1,8.100015437450608,1
QBRLVMQBZIFWTB-WEVVVXLNSA-N,1,8.100015437450608,1
MUBFHRQVIYYBCR-UHFFFAOYSA-N,1,8.100015437450608,1
HKBFAJQLEHSBTM-UHFFFAOYSA-N,1,8.100015437450608,1
SGLJPXQOJMBPBR-UHFFFAOYSA-N,1,8.100015437450608,1
ZJBDUXLBLPXVOM-UHFFFAOYSA-N,1,8.100015437450608,1
AJBBNBBBDUCRTB-UHFFFAOYSA-N,1,8.100015437450608,1
XBWBWCMBNYVAKR-UHFFFAOYSA-N,1,8.100015437450608,1
QRWDBCPLADXSGV-UHFFFAOYSA-N,1,8.100015437450608,1
ILLQMENNVJLGMH-UHFFFAOYSA-N,1,8.100015437450608,1
HGYQVRAMBVYKQO-UHFFFAOYSA-N,1,8.100015437450608,1
BGKKQDRMVVBUET-UHFFFAOYSA-N,1,8.100015437450608,1
QLOCSQXNJJSRQH-UHFFFAOYSA-N,1,8.100015437450608,3
VSHFJDFDEHUHMG-UHFFFAOYSA-N,1,8.100015437450608,3
RTBICRVBMOJALC-KNQAVFIVSA-N,1,8.100015437450608,1
ZCFZWLXSHRXGLG-UHFFFAOYSA-N,1,8.100015437450608,1
LJOIJDZCFSDRBE-UHFFFAOYSA-N,1,8.100015437450608,1
MGQKWJNIGIMBFF-UHFFFAOYSA-N,1,8.100015437450608,1
CRAJXQNFXAOYDL-UHFFFAOYSA-N,1,,0
DWDIQEPGVYBABO-REWPJTCUSA-N,1,,0
ZFNISNPBEQEQHE-OKDASEJXSA-N,1,8.099742141562222,2
KSTDXOPMADKXRO-UHFFFAOYSA-N,1,8.099710189215434,6
OHSIGBOKYLDSHG-RSXGOPAZSA-N,1,,0
MPTVODVQFOZFHF-RZDIXWSQSA-N,1,8.09799710864927,2
FWPPLEXUCNFYBN-UHFFFAOYSA-N,1,8.097453220686008,1
YQZMYCFYXGYDEA-UHFFFAOYSA-N,1,8.096910013008056,1
RAZKAAYRLZXGBT-UHFFFAOYSA-N,1,8.096910013008056,3
PZIGTEKDSRHYIT-UHFFFAOYSA-N,1,8.096910013008056,1
ZUXITOJFACOGFP-UHFFFAOYSA-N,1,8.096910013008056,2
BMOMPPTVRLYMKB-KESTWPANSA-N,1,8.096910013008056,1
DUKNIHFTDAXJON-MUIJYRPGSA-N,1,8.096910013008056,1
JIKDWCBMJVTCCZ-ISLYRVAYSA-N,1,8.096910013008056,1
YYWNRQZCPIMCAK-UHFFFAOYSA-N,1,8.096910013008056,1
MJAKYGLXMJNUID-UHFFFAOYSA-N,1,8.096910013008056,1
WYEGTIGJSHGEID-ZDUSSCGKSA-N,1,8.096910013008056,1
OXHFCAMGABAVGJ-XIFFEERXSA-N,1,8.096910013008056,1
MGDBVKSSHFDIJD-UHFFFAOYSA-N,1,8.096910013008056,1
VRHJRFPPAACNSV-UHFFFAOYSA-N,1,8.789198036565084,4
PVDOYAVBGNHRBV-UHFFFAOYSA-N,1,,0
NBWWBMWMDFWWPB-XGAFWQRZSA-N,1,8.096910013008056,2
RDUVGAYRQBFLOT-XUTJKUGGSA-N,1,8.096910013008056,2
YUMQWMQAMSUQRF-OMWCLVHISA-N,1,8.096910013008056,2
WAOBJIAOTFLXLR-UHFFFAOYSA-N,1,,0
OJCWQYKGGOVRLI-UHFFFAOYSA-N,1,,0
GZFSOKPLNMYPCE-YPGOJHLTSA-N,1,8.094313051473053,2
GSIBLYYMECNRRS-UHFFFAOYSA-N,1,,0
WJOFBCYZALIRKI-UHFFFAOYSA-N,1,,0
WZEVFJPWWRPRRO-WFXMLNOXSA-N,1,,0
UBIFUIUXVKAWJM-YIQCUVMYSA-N,1,,0
BWPAYVFDIRAIID-ZKHCSVRISA-N,1,8.089909454405932,2
XRJAGLUSGLFLQK-UHFFFAOYSA-N,1,,0
LKMTURFCSVFFPV-UHFFFAOYSA-N,1,8.089375595110798,1
VZDMPXBUIWEQHN-UHFFFAOYSA-N,1,8.088309841246138,1
BKICZVHEIHZFNF-RUCARUNLSA-N,1,8.08676912888644,2
QSMRRBPLPRZVCE-IRJFHVNHSA-N,1,8.08676912888644,2
FUOMYSOASQSWCG-UHFFFAOYSA-N,1,8.086186147616283,1
XDFFHOCWALNYAJ-UHFFFAOYSA-N,1,,0
NRCRTBZRIJXRCY-FIKGOQFSSA-N,1,,0
FGGHQCCTGDDYGV-KESTWPANSA-N,1,8.083019952679617,2
VZIIAQQJQFQYID-XYWHTSSQSA-N,1,8.08196966321512,2
JFLBTRDHDHTNGX-UHFFFAOYSA-N,1,8.080921907623926,1
ZZXVDSCUNRLYPT-UHFFFAOYSA-N,1,8.080921907623926,1
BTQXZESHJSOQFU-UHFFFAOYSA-N,1,,0
LIJZDQUYGUZHCR-UHFFFAOYSA-N,1,,0
GVOWTPVTYQMHDU-UHFFFAOYSA-N,1,7.154901959985743,1
CMOUHGOJSYWQFR-LRHALGNLSA-N,1,8.076704159344496,2
DWUAAOIZQFTYQP-UHFFFAOYSA-N,1,8.075720713938118,1
OBLDKFKTBGJWKJ-PHTYHVAFSA-N,1,8.075720713938118,1
BSIYFWFTDCENGZ-ONEGZZNKSA-N,1,8.075720713938118,1
OSBDFYCPKUJFJJ-SNAWJCMRSA-N,1,8.075720713938118,1
MGDSRFOVDPARJD-UHFFFAOYSA-N,1,7.920818753952375,9
QSQIAXNZWRLSSO-UHFFFAOYSA-N,1,8.075720713938118,1
QGGUMCZIAASPSU-KESTWPANSA-N,1,8.075720713938118,2
QNJDOVDHWZTXIL-XYWHTSSQSA-N,1,8.075720713938118,2
ZTEUONPYEGTUMM-FCHUYYIVSA-N,1,,0
UEOLBOREQLRPTL-DVUVRWKGSA-N,1,8.073143291050307,2
IZWSUUXSTWDMST-IRJFHVNHSA-N,1,8.070734381746934,2
LPJGAZGHYONJPC-UHFFFAOYSA-N,1,8.070581074285707,1
GZSHNIANTLMMJR-UHFFFAOYSA-N,1,8.070581074285707,3
UHYDZQALANMGBP-UHFFFAOYSA-N,1,,0
ILRFVZOWNPFKOR-UHFFFAOYSA-N,1,,0
FSLWZIRTOUAUNP-UHFFFAOYSA-N,1,,0
CRAJXQNFXAOYDL-FXAWDEMLSA-N,1,,0
FYHDUYJHKIWKCX-UHFFFAOYSA-N,1,8.070019409484486,1
SZTHJRLWJXYLME-UHFFFAOYSA-N,1,,0
BSOLCASXROXPRZ-SHZHJNINSA-N,1,8.065501548756432,1
GPANICKLGIVBML-UHFFFAOYSA-N,1,8.065501548756432,1
IDKIRFAIRCIGSS-FQEVSTJZSA-N,1,8.065501548756432,1
SLHJBGQZNOFTDB-IFMALSPDSA-N,1,,0
XTFGAHNJVINQAV-UHFFFAOYSA-N,1,,0
IDMCBMOPQUHSKE-UHFFFAOYSA-N,1,,0
WFENTJXFRAVXHY-CQSZACIVSA-N,1,8.064492734175287,1
JLRYOWKVNYLGFB-OJBMAJLDSA-N,1,8.062983892535186,2
BACBDGDLWOOPAD-JIBACQESSA-N,1,8.061230177216883,2
RJAHNHBPWHWZAB-UHFFFAOYSA-N,1,8.060739102249396,6
FQEKHPKAOCFEHM-UHFFFAOYSA-N,1,,0
DMJMPRBSMLSUQZ-UHFFFAOYSA-N,1,,0
ZIQDGXNDXRMRPM-VGSWGCGISA-N,1,,0
GQPJBOOQHWEOKT-OUKQBFOZSA-N,1,8.059483515067432,1
FDGBPEVIZWNWEX-LSNLESRRSA-N,1,8.056901376994515,2
MDIVYFVFTFEFJF-RUCARUNLSA-N,1,8.056901376994515,2
WYGBVOBBNUHWLX-UHFFFAOYSA-N,1,8.05551732784983,1
KFYDJOCWGSDKIF-UHFFFAOYSA-N,1,8.05551732784983,1
MBKIFLFRYIEMRC-UHFFFAOYSA-N,1,8.05551732784983,1
JVGMVZVCYZVQMN-IYARVYRRSA-N,1,8.05551732784983,2
SGABQHZVZUGQTC-JKIUYZKVSA-N,1,8.055024091587953,2
VMWNQDUVQKEIOC-CYBMUJFWSA-N,1,8.10790539730952,5
OCELOKBVPAERLI-MRXNPFEDSA-N,1,8.053508558118251,2
CFTKIUKLSZSRGT-LFKXIUMZSA-N,1,8.051587034221399,2
FQRXUQIAZYDCID-UHFFFAOYSA-N,1,,0
AYPVCAPOVVHYNK-XGAFWQRZSA-N,1,8.050609993355087,2
HRGLDIJXNKMLQF-XUTJKUGGSA-N,1,8.049635145623878,1
UTQIQWGFEQDQAG-UHFFFAOYSA-N,1,,0
RVTWDXPARRMUCU-UHFFFAOYSA-N,1,8.045757490560675,1
APMOACCZLSVUQN-MDZDMXLPSA-N,1,8.045757490560675,1
HZYGVALVFFNNGE-UHFFFAOYSA-N,1,8.045757490560675,1
FHXDBZHSFZNQBN-UHFFFAOYSA-N,1,8.045757490560675,1
MRZXGFAYAQXVTL-UHFFFAOYSA-N,1,8.045757490560675,1
VTFHJUTXAYAVPD-PMVMPFDFSA-N,1,8.045757490560675,2
OOQJGWPOJZCKHM-YEMPIKNUSA-N,1,8.045757490560675,2
RMGLEYGDPBYQMA-YMPZKCBVSA-N,1,8.045757490560675,2
XLEPAPXUDZKLLX-NGZATLCBSA-N,1,8.045757490560675,2
JACOQOMTWSSQPK-ZFUCAUIQSA-N,1,8.045757490560675,2
AOWKBRDSGSHTGO-IRJFHVNHSA-N,1,8.044312249686495,2
CIQACWAFDSMBMG-PGWJBFNOSA-N,1,8.044023777751674,2
LAGLIYNPBAJZEJ-LFKXIUMZSA-N,1,8.042871802323187,2
PATXYRVWJPYPMG-SAABIXHNSA-N,1,8.041436116778033,2
VQMDEMJGEQRPDH-UHFFFAOYSA-N,1,8.040958607678906,1
LHVNTWQOJGSYCB-UHFFFAOYSA-N,1,,0
KKJIMDAMMQSFSZ-OWOJBTEDSA-N,1,,0
SFPBOMSMCNVMGQ-TZIWHRDSSA-N,1,,0
OXHFCAMGABAVGJ-MGBGTMOVSA-N,1,8.037157318798757,1
ZTGGPHRIDWWDQW-UHFFFAOYSA-N,1,8.036212172654444,1
UZZUNWBAZUITJX-VOTSOKGWSA-N,1,8.036212172654444,1
IDWFBPRPZDTKJU-RKTRBERCSA-N,1,8.036212172654444,2
YXGIYSCRDTWJRJ-MYKGNVCDSA-N,1,8.036212172654444,2
QBCMAEWHGOHJTN-UHFFFAOYSA-N,1,,0
FJCLYLWFKWDKEV-KESTWPANSA-N,1,8.032686081712917,2
XTUBFYJCRZIUBT-KESTWPANSA-N,1,8.032452023781138,2
NWNDKLAEZZBIHP-UHFFFAOYSA-N,1,8.031517051446064,1
YVYNLGNFOSLQJL-UHFFFAOYSA-N,1,8.031517051446064,1
HWNDEDIZZJRHGF-UHFFFAOYSA-N,1,8.031517051446064,1
DGWVDYZYSAQNNO-IZVJSRMBSA-N,1,,0
OMXJWXICMCUBRZ-UHFFFAOYSA-N,1,,0
MSHUBKLFRWFTKI-HSZRJFAPSA-N,1,8.029990922496168,2
ARSLLTCMIOZESX-PNYWAOBFSA-N,1,,0
VTFHJUTXAYAVPD-YEMPIKNUSA-N,1,8.029188389127482,2
IHTMZOURUQYLLI-RQNOJGIXSA-N,1,8.0268721464003,3
VJMYWLHHQXMODZ-UHFFFAOYSA-N,1,8.0268721464003,1
RJGQFVDJRWMRJD-UHFFFAOYSA-N,1,,0
VSWBSWWIRNCQIJ-UHFFFAOYSA-N,1,,0
IHTMZOURUQYLLI-UHFFFAOYSA-N,1,,0
KGHICJQDLKRYCB-AFARHQOCSA-N,1,8.024568191490737,1
UPDGYYYUTBGSJZ-IALBEUSZSA-N,1,8.023191662661933,2
NBCNQEXSFAAUHI-UHFFFAOYSA-N,1,8.022276394711152,1
BXOPFJXHIDYFEL-UHFFFAOYSA-N,1,8.022276394711152,1
CFTKIUKLSZSRGT-CEMLEFRQSA-N,1,8.022276394711152,2
PVFMPPYWTMNZHL-UHFFFAOYSA-N,1,,0
XWSSRMXCAFXSRM-CFFRYYMNSA-N,1,,0
UDVAQYIDEGUIPQ-XZOQPEGZSA-N,1,,0
